dx,dy,dz,gFlops,gpu_comp
32,256,256,1279.383911,0.598304
64,256,256,1357.892822,1.127424
96,256,256,1373.880859,1.671456
128,256,256,1392.232300,2.199232
160,256,256,1400.014038,2.733760
192,256,256,1383.082397,3.320672
224,256,256,1382.581787,3.875520
256,256,256,1332.598389,4.595296
288,256,256,1236.904785,5.569664
320,256,256,1032.766968,7.411744
352,256,256,889.498657,9.466080
384,256,256,787.997192,11.656800
416,256,256,724.182556,13.740992
448,256,256,703.854309,15.225376
480,256,256,686.181152,16.733055
512,256,256,682.934692,17.933439
544,256,256,685.798157,18.974720
576,256,256,687.581055,20.038784
608,256,256,678.360657,21.439552
640,256,256,674.827393,22.686111
672,256,256,675.568909,23.794271
704,256,256,673.841553,24.991232
736,256,256,676.092163,26.040224
768,256,256,680.682800,26.989153
800,256,256,682.145691,28.053408
832,256,256,683.081299,29.135584
864,256,256,684.336853,30.200672
896,256,256,685.434631,31.269056
928,256,256,683.979248,32.454720
960,256,256,684.915833,33.527935
992,256,256,680.736511,34.858238
1024,256,256,683.491394,35.837666
1056,256,256,677.689087,37.274017
1088,256,256,677.669556,38.404640
1120,256,256,678.391357,39.492126
1152,256,256,682.900513,40.352257
1184,256,256,681.367981,41.566433
1216,256,256,684.782410,42.476994
1248,256,256,678.388977,44.005665
1280,256,256,674.592346,45.388031
1312,256,256,667.150269,47.041695
1344,256,256,670.351746,47.958912
1376,256,256,656.185730,50.160801
1408,256,256,664.325928,50.698399
1440,256,256,657.111084,52.419937
1472,256,256,658.065918,53.507072
1504,256,256,664.383301,54.150433
1536,256,256,661.310303,55.559551
1568,256,256,665.208557,56.384670
1600,256,256,661.224060,57.882080
1632,256,256,666.522766,58.570370
1664,256,256,679.411804,58.585888
1696,256,256,675.585327,60.050751
1728,256,256,680.433899,60.747807
1760,256,256,679.357300,61.970818
1792,256,256,679.291382,63.103680
1824,256,256,679.818787,64.180702
1856,256,256,674.381897,65.833183
1888,256,256,678.838318,66.528610
1920,256,256,675.388489,68.001793
1952,256,256,664.668945,70.250145
1984,256,256,670.923462,70.736160
2016,256,256,659.394043,73.133827
2048,256,256,655.349670,74.753181
