dx,dy,dz,gFlops,gpu_comp
32,256,256,295.747284,1.311840
64,256,256,560.602966,1.384128
96,256,256,778.970703,1.494176
128,256,256,907.514038,1.710048
160,256,256,1079.776367,1.796544
192,256,256,1236.486206,1.882624
224,256,256,1366.608398,1.987264
256,256,256,1317.038208,2.356640
288,256,256,1460.839966,2.390240
320,256,256,1515.861084,2.559424
352,256,256,1156.424072,3.690432
384,256,256,1201.403076,3.875200
416,256,256,1219.243774,4.136704
448,256,256,1259.073730,4.313984
480,256,256,1282.744629,4.536832
512,256,256,1333.515991,4.655040
544,256,256,1385.413330,4.760704
576,256,256,1429.529907,4.885184
608,256,256,1514.981812,4.865728
640,256,256,1511.769043,5.132704
672,256,256,1496.537109,5.444192
704,256,256,1279.785034,6.669408
736,256,256,1341.490723,6.651840
768,256,256,1411.078125,6.598752
800,256,256,1383.190186,7.012288
832,256,256,1396.743164,7.222016
864,256,256,1435.573242,7.296928
896,256,256,1463.014771,7.425248
928,256,256,1495.027832,7.525760
960,256,256,1561.392334,7.454368
992,256,256,1536.096191,7.829696
1024,256,256,1353.964600,9.169472
1056,256,256,1354.884033,9.449600
1088,256,256,1363.030884,9.677760
1120,256,256,1358.262207,9.997376
1152,256,256,1369.806763,10.196352
1184,256,256,1407.892334,10.196096
1216,256,256,1408.157227,10.469696
1248,256,256,1472.363647,10.276640
1280,256,256,1536.590576,10.099584
1312,256,256,1558.463257,10.206784
1344,256,256,1469.133057,11.091488
1376,256,256,1349.377808,12.363360
1408,256,256,1310.069824,13.030464
1440,256,256,1311.488770,13.312192
1472,256,256,1295.638184,13.774496
1504,256,256,1284.828369,14.192352
1536,256,256,1364.734619,13.645664
1568,256,256,1423.275757,13.356992
1600,256,256,1374.446777,14.113792
1632,256,256,1373.640991,14.404512
1664,256,256,1399.108154,14.419616
1696,256,256,1355.320435,15.171744
1728,256,256,1351.639893,15.500096
1760,256,256,1337.895996,15.949312
1792,256,256,1349.026611,16.105312
1824,256,256,1351.169189,16.366913
1856,256,256,1373.598267,16.382113
1888,256,256,1428.548096,16.023552
1920,256,256,1478.003296,15.749888
1952,256,256,1528.717773,15.481184
1984,256,256,1540.920410,15.610368
2016,256,256,1516.055298,16.122305
2048,256,256,1376.669922,18.036480
