dx,dy,dz,gFlops,gpu_comp
32,256,256,267.015045,2.395488
64,256,256,520.838501,2.456160
96,256,256,770.486755,2.490496
128,256,256,760.047180,3.366272
160,256,256,920.686829,3.473664
192,256,256,1045.522827,3.670688
224,256,256,1176.781860,3.804800
256,256,256,934.434082,5.476096
288,256,256,1021.157654,5.637408
320,256,256,1005.719788,6.359936
352,256,256,816.538025,8.616800
384,256,256,884.618835,8.676704
416,256,256,915.449097,9.083200
448,256,256,884.960693,10.118912
480,256,256,966.713623,9.924832
512,256,256,998.319580,10.251328
544,256,256,1041.229370,10.443168
576,256,256,946.352051,12.166048
608,256,256,965.963562,12.581216
640,256,256,920.557495,13.896608
672,256,256,952.562500,14.101184
704,256,256,869.146790,16.190464
736,256,256,909.072083,16.183008
768,256,256,921.983154,16.650145
800,256,256,939.080566,17.028128
832,256,256,959.209229,17.337631
864,256,256,967.812378,17.844416
896,256,256,956.687378,18.720512
928,256,256,973.909241,19.046240
960,256,256,926.791321,20.704704
992,256,256,939.704285,21.100864
1024,256,256,904.239990,22.635809
1056,256,256,878.138489,24.037024
1088,256,256,895.756042,24.278336
1120,256,256,918.349426,24.377537
1152,256,256,931.439270,24.721664
1184,256,256,930.979431,25.420927
1216,256,256,926.150818,26.244097
1248,256,256,905.647644,27.544512
1280,256,256,909.889709,28.119072
1312,256,256,909.434387,28.836479
1344,256,256,899.850220,29.854431
1376,256,256,884.952332,31.079807
1408,256,256,885.474487,31.783840
1440,256,256,905.361938,31.792160
1472,256,256,884.021667,33.283169
1504,256,256,905.188110,33.211521
1536,256,256,912.209167,33.657089
1568,256,256,893.200562,35.089474
1600,256,256,906.282654,35.288734
1632,256,256,903.356506,36.111103
1664,256,256,923.599182,36.012192
1696,256,256,904.973755,37.460159
1728,256,256,904.495483,38.187138
1760,256,256,910.554749,38.635487
1792,256,256,898.504333,39.865536
1824,256,256,895.542603,40.711617
1856,256,256,908.326660,40.842815
1888,256,256,906.793518,41.617249
1920,256,256,883.665344,43.430336
1952,256,256,884.660339,44.104511
1984,256,256,889.939270,44.561630
2016,256,256,889.078125,45.324223
2048,256,256,848.144775,48.265823
