dx,dy,dz,gFlops,gpu_comp
32,256,256,114.665642,2.743392
64,256,256,129.392487,4.862304
96,256,256,124.049164,7.607616
128,256,256,129.892578,9.687168
160,256,256,135.316238,11.623616
192,256,256,132.732635,14.219840
224,256,256,120.690125,18.245152
256,256,256,130.003799,19.357759
288,256,256,130.705444,21.660576
320,256,256,130.009903,24.196064
352,256,256,138.551254,24.974880
384,256,256,133.511551,28.273760
416,256,256,139.566681,29.301023
448,256,256,129.214264,34.083073
480,256,256,135.456451,34.834751
512,256,256,134.664856,37.375488
544,256,256,136.097458,39.293442
576,256,256,136.540924,41.469696
608,256,256,136.478271,43.793663
640,256,256,140.124603,44.899010
672,256,256,134.335190,49.175713
704,256,256,134.669464,51.389538
736,256,256,134.867203,53.646656
768,256,256,137.612244,54.862465
800,256,256,136.140106,57.766369
832,256,256,137.600983,59.439201
864,256,256,139.200119,61.016224
896,256,256,134.805130,65.339043
928,256,256,134.436493,67.858147
960,256,256,137.233673,68.767265
992,256,256,136.841217,71.263298
1024,256,256,136.881531,73.540451
1056,256,256,137.484207,75.506142
1088,256,256,137.891632,77.564354
1120,256,256,135.591934,81.199875
1152,256,256,136.226929,83.130562
1184,256,256,136.954117,84.986076
1216,256,256,136.826447,87.364449
1248,256,256,137.509705,89.217987
1280,256,256,137.411865,91.570786
1312,256,256,138.492920,93.127396
1344,256,256,135.965958,97.171806
1376,256,256,136.446213,99.135262
1408,256,256,136.431610,101.451584
1440,256,256,137.485718,102.961792
1472,256,256,137.266281,105.418083
1504,256,256,137.936707,107.186272
1536,256,256,137.669983,109.678909
1568,256,256,135.896652,113.424927
1600,256,256,136.541565,115.193054
1632,256,256,136.892715,117.195518
1664,256,256,136.956604,119.437729
1696,256,256,137.815643,120.975807
1728,256,256,138.109558,122.996063
1760,256,256,138.226120,125.168129
1792,256,256,135.785172,129.734909
1824,256,256,136.905579,130.970917
1856,256,256,137.232498,132.951172
1888,256,256,137.286041,135.190689
1920,256,256,137.436462,137.331589
1952,256,256,137.582718,139.472031
1984,256,256,138.770126,140.545471
2016,256,256,136.595978,145.085434
2048,256,256,137.123093,146.821793
