dx,dy,dz,gFlops,gpu_comp
32,256,256,93.819923,9.790592
64,256,256,86.253609,21.298880
96,256,256,102.102058,26.989248
128,256,256,86.355125,42.547680
160,256,256,84.373230,54.433887
192,256,256,86.792679,63.499775
224,256,256,84.704033,75.909821
256,256,256,88.018166,83.487549
288,256,256,84.372269,97.982109
320,256,256,82.015427,111.997536
352,256,256,84.973984,118.907906
384,256,256,83.228287,132.438522
416,256,256,85.879921,139.045120
448,256,256,82.362099,156.136581
480,256,256,81.028778,170.041916
512,256,256,82.695099,177.723236
544,256,256,81.140266,192.449371
576,256,256,83.150139,198.844482
608,256,256,81.661949,213.716415
640,256,256,81.081833,226.574203
672,256,256,81.793823,235.832031
704,256,256,80.797104,250.109924
736,256,256,82.267433,256.805267
768,256,256,81.122803,271.751740
800,256,256,80.087006,286.735840
832,256,256,81.238907,293.976959
864,256,256,80.722923,307.235138
896,256,256,81.729019,314.692047
928,256,256,80.925476,329.167358
960,256,256,80.476883,342.416077
992,256,256,81.194611,350.702209
1024,256,256,80.678322,364.331848
1056,256,256,81.855247,370.315094
1088,256,256,80.693138,387.031525
1120,256,256,80.057922,401.575989
1152,256,256,80.778824,409.363403
1184,256,256,80.241928,423.549713
1216,256,256,80.947983,431.202820
1248,256,256,80.450668,445.285919
1280,256,256,80.027534,459.118286
1312,256,256,80.776390,466.233459
1344,256,256,80.082069,481.745880
1376,256,256,80.682472,489.545746
1408,256,256,80.155785,504.222046
1440,256,256,79.682091,518.747253
1472,256,256,80.360527,525.798157
1504,256,256,79.872543,540.510803
1536,256,256,80.492188,547.761536
1568,256,256,80.242271,560.914795
1600,256,256,79.744980,575.931274
1632,256,256,80.371231,582.872498
1664,256,256,79.849319,598.185852
1696,256,256,80.395988,605.543701
1728,256,256,79.918282,620.656982
1760,256,256,79.561363,634.986511
1792,256,256,80.186951,641.487732
1824,256,256,79.888580,655.381470
1856,256,256,80.171852,664.523132
1888,256,256,79.958321,677.785645
1920,256,256,79.661499,691.841797
1952,256,256,80.119202,699.354309
1984,256,256,80.184937,710.236389
2016,256,256,80.376793,719.969177
2048,256,256,79.981956,735.007812
