dx,dy,dz,gFlops,gpu_comp
32,256,256,157.309525,2.466304
64,256,256,160.527496,4.833728
96,256,256,161.902283,7.189024
128,256,256,162.325867,9.560352
160,256,256,162.954758,11.904320
192,256,256,162.294174,14.343328
224,256,256,152.263565,17.836256
256,256,256,146.578186,21.174944
288,256,256,144.777802,24.118048
320,256,256,142.971222,27.136448
352,256,256,144.939941,29.444639
384,256,256,145.105682,32.084736
416,256,256,144.448334,34.916641
448,256,256,145.388931,37.359264
480,256,256,144.343140,40.317791
512,256,256,144.552185,42.943455
544,256,256,144.736298,45.569378
576,256,256,144.549011,48.312447
608,256,256,144.214432,51.114784
640,256,256,144.154526,53.827393
672,256,256,144.193176,56.503616
704,256,256,144.243362,59.173664
736,256,256,144.629135,61.698368
768,256,256,144.768753,64.318817
800,256,256,144.387299,67.175774
832,256,256,144.640076,69.740707
864,256,256,144.299042,72.594208
896,256,256,143.542709,75.679550
928,256,256,143.819473,78.231552
960,256,256,145.172806,80.174751
992,256,256,144.730087,83.100670
1024,256,256,144.126663,86.140480
1056,256,256,143.675125,89.111549
1088,256,256,144.483261,91.298370
1120,256,256,144.557434,93.935394
1152,256,256,144.896423,96.393219
1184,256,256,144.734741,99.181473
1216,256,256,144.636429,101.931297
1248,256,256,144.821915,104.479713
1280,256,256,144.917755,107.087807
1312,256,256,145.497955,109.327293
1344,256,256,144.990540,112.385757
1376,256,256,144.669922,115.316605
1408,256,256,144.702042,117.972191
1440,256,256,144.392456,120.912064
1472,256,256,144.730698,123.310143
1504,256,256,144.777634,125.949951
1536,256,256,144.671555,128.724060
1568,256,256,144.586273,131.483322
1600,256,256,144.303772,134.429306
1632,256,256,144.360672,137.063843
1664,256,256,144.681808,139.441177
1696,256,256,144.646194,142.157730
1728,256,256,144.655838,144.830307
1760,256,256,144.538300,147.632294
1792,256,256,144.632935,150.218170
1824,256,256,144.464340,153.079071
1856,256,256,144.469391,155.759232
1888,256,256,144.534958,158.372864
1920,256,256,144.507584,161.087646
1952,256,256,143.982864,164.369278
1984,256,256,145.665909,165.133575
2016,256,256,144.957504,168.617050
2048,256,256,144.506760,171.827805
