dx,dy,dz,gFlops,gpu_comp
32,256,256,118.859146,6.440064
64,256,256,164.611755,9.300192
96,256,256,190.009216,12.085632
128,256,256,156.983780,19.504192
160,256,256,165.040726,23.190048
192,256,256,193.404633,23.746912
224,256,256,171.914078,31.168032
256,256,256,178.356506,34.333954
288,256,256,194.477448,35.423874
320,256,256,184.941727,41.389278
352,256,256,181.731628,46.332417
384,256,256,196.463882,46.754272
416,256,256,205.958374,48.315521
448,256,256,191.569275,55.940319
480,256,256,196.747818,58.358498
512,256,256,204.021057,60.029919
544,256,256,194.344955,66.957375
576,256,256,196.610977,70.078941
608,256,256,203.423019,71.495102
640,256,256,199.062714,76.906464
672,256,256,197.332138,81.459969
704,256,256,202.442017,83.184959
736,256,256,200.704834,87.718819
768,256,256,198.474197,92.561409
800,256,256,202.779770,94.370911
832,256,256,204.521179,97.310081
864,256,256,202.144669,102.240799
896,256,256,203.206177,105.473633
928,256,256,204.868896,108.353951
960,256,256,202.024124,113.668671
992,256,256,202.879349,116.962494
1024,256,256,204.978622,119.498978
1056,256,256,204.056717,123.790077
1088,256,256,202.903305,128.266296
1120,256,256,205.243530,130.533310
1152,256,256,204.916626,134.477020
1184,256,256,203.568909,139.127518
1216,256,256,204.993576,141.894684
1248,256,256,205.937286,144.961411
1280,256,256,204.500198,149.723175
1312,256,256,205.005524,153.087967
1344,256,256,205.725464,156.273026
1376,256,256,205.242050,160.370651
1408,256,256,206.058197,163.450241
1440,256,256,206.222488,167.031845
1472,256,256,205.187012,171.605316
1504,256,256,205.787216,174.824478
1536,256,256,205.400925,178.879929
1568,256,256,206.034973,182.044647
1600,256,256,205.183380,186.530823
1632,256,256,206.252228,189.275452
1664,256,256,205.808472,193.402847
1696,256,256,206.327347,196.626404
1728,256,256,206.095703,200.561508
1760,256,256,206.784058,203.595612
1792,256,256,205.735886,208.353470
1824,256,256,206.417511,211.373764
1856,256,256,206.331451,215.171783
1888,256,256,206.448151,218.757919
1920,256,256,205.900604,223.057281
1952,256,256,206.224655,226.418564
1984,256,256,206.225464,230.129440
2016,256,256,206.199371,233.870789
2048,256,256,206.867371,236.815842
