dx,dy,dz,gFlops,gpu_comp
32,256,256,63.515003,12.051648
64,256,256,83.335709,18.370527
96,256,256,93.819305,24.476641
128,256,256,71.230698,42.984863
160,256,256,79.766792,47.981152
192,256,256,94.976822,48.356670
224,256,256,83.357628,64.279938
256,256,256,85.609764,71.530205
288,256,256,94.927902,72.572388
320,256,256,92.071831,83.137314
352,256,256,89.388016,94.196800
384,256,256,95.230530,96.455681
416,256,256,101.274307,98.257759
448,256,256,90.215355,118.787392
480,256,256,95.296745,120.485825
512,256,256,100.103867,122.346596
544,256,256,93.302292,139.469543
576,256,256,95.603569,144.118973
608,256,256,100.255760,145.066467
640,256,256,94.559143,161.900894
672,256,256,96.197189,167.101242
704,256,256,99.834198,168.680984
736,256,256,97.693123,180.213211
768,256,256,96.173958,191.018982
800,256,256,99.020744,193.257599
832,256,256,101.414375,196.244095
864,256,256,96.284760,214.649063
896,256,256,98.800217,216.931641
928,256,256,100.932320,219.933060
960,256,256,96.716148,237.435165
992,256,256,98.634460,240.577927
1024,256,256,101.362511,241.654785
1056,256,256,98.250114,257.100922
1088,256,256,98.732185,263.598511
1120,256,256,100.117889,267.595703
1152,256,256,99.539055,276.841858
1184,256,256,98.295685,288.131042
1216,256,256,100.507004,289.407684
1248,256,256,100.715088,296.410004
1280,256,256,98.725952,310.135468
1312,256,256,99.730461,314.687012
1344,256,256,101.240562,317.553955
1376,256,256,98.191986,335.208618
1408,256,256,100.175186,336.213623
1440,256,256,100.643631,342.254364
1472,256,256,100.101631,351.754333
1504,256,256,100.048073,359.593567
1536,256,256,101.501228,361.986786
1568,256,256,100.486984,373.257935
1600,256,256,99.899887,383.113800
1632,256,256,101.243904,385.588501
1664,256,256,100.906052,394.465393
1696,256,256,99.980927,405.771454
1728,256,256,100.854904,409.844879
1760,256,256,101.422935,415.096710
1792,256,256,99.852303,429.291931
1824,256,256,100.747032,433.077240
1856,256,256,101.018501,439.490845
1888,256,256,100.192856,450.752380
1920,256,256,101.199066,453.834503
1952,256,256,101.902527,458.213257
1984,256,256,101.863831,465.901886
2016,256,256,100.876114,478.051819
2048,256,256,101.623764,482.067078
