dx,dy,dz,gFlops,gpu_comp
32,256,256,157.181335,4.869920
64,256,256,157.231949,9.736704
96,256,256,158.616165,14.477600
128,256,256,157.849548,19.397217
160,256,256,158.032837,24.218399
192,256,256,102.187469,44.944481
224,256,256,101.822823,52.623009
256,256,256,102.274841,59.874783
288,256,256,101.472198,67.891937
320,256,256,114.134331,67.066628
352,256,256,113.919006,73.912735
384,256,256,114.023636,80.558083
416,256,256,117.095238,84.981987
448,256,256,117.558197,91.158653
480,256,256,128.010590,89.694977
512,256,256,137.540207,89.045731
544,256,256,151.442123,85.926079
576,256,256,157.575531,87.439262
608,256,256,158.075653,92.004990
640,256,256,157.672256,97.095139
672,256,256,157.670441,101.951073
704,256,256,158.698792,106.113792
736,256,256,156.537872,112.468575
768,256,256,157.913849,116.335907
800,256,256,155.852539,122.786018
832,256,256,158.421371,125.626816
864,256,256,157.039993,131.606171
896,256,256,158.365768,135.337921
928,256,256,157.293701,141.126785
960,256,256,159.424698,144.041763
992,256,256,157.306274,150.847610
1024,256,256,158.646103,154.398590
1056,256,256,156.440781,161.468094
1088,256,256,157.713409,165.018661
1120,256,256,156.456772,171.236542
1152,256,256,157.825714,174.601318
1184,256,256,155.212296,182.472900
1216,256,256,157.342209,184.867737
1248,256,256,155.311264,192.213730
1280,256,256,158.052780,193.722748
1312,256,256,154.807022,202.729050
1344,256,256,158.465988,202.878494
1376,256,256,155.896225,211.132767
1408,256,256,158.149063,212.965286
1440,256,256,155.901169,220.945892
1472,256,256,157.497192,223.567047
1504,256,256,157.303833,228.707993
1536,256,256,157.413406,233.411514
1568,256,256,157.987976,237.407715
1600,256,256,156.675995,244.281342
1632,256,256,158.204926,246.758972
1664,256,256,156.062164,255.051865
1696,256,256,158.172455,256.488434
1728,256,256,157.704514,262.103241
1760,256,256,157.775024,266.837708
1792,256,256,157.378769,272.373383
1824,256,256,157.839035,276.428741
1856,256,256,156.928482,282.910461
1888,256,256,157.877762,286.057831
1920,256,256,157.905304,290.855530
1952,256,256,158.250427,295.058228
1984,256,256,159.698837,297.175293
2016,256,256,158.294678,304.647064
2048,256,256,157.643906,310.760315
