dx,dy,dz,gFlops,gpu_comp
32,256,256,154.190582,2.516192
64,256,256,155.911682,4.976832
96,256,256,157.282318,7.400192
128,256,256,156.532669,9.914176
160,256,256,157.228333,12.337888
192,256,256,118.582779,19.630495
224,256,256,118.237030,22.969215
256,256,256,118.592102,26.171936
288,256,256,117.850258,29.628769
320,256,256,101.527328,38.213665
352,256,256,101.322205,42.120129
384,256,256,101.299026,45.959743
416,256,256,113.250961,44.535168
448,256,256,121.965469,44.534111
480,256,256,129.278305,45.016033
512,256,256,128.445297,48.328510
544,256,256,128.984711,51.134304
576,256,256,142.397324,49.042465
608,256,256,145.399490,50.698177
640,256,256,145.105423,53.474655
672,256,256,152.674072,53.364895
704,256,256,157.106247,54.328896
736,256,256,155.007660,57.567360
768,256,256,156.271561,59.584450
800,256,256,154.517258,62.771809
832,256,256,156.737915,64.357758
864,256,256,155.573944,67.333092
896,256,256,156.720856,69.315903
928,256,256,155.824265,72.204544
960,256,256,157.385834,73.953247
992,256,256,155.756485,77.217758
1024,256,256,156.954224,79.100388
1056,256,256,155.301117,82.440575
1088,256,256,156.259674,84.417725
1120,256,256,155.047897,87.579773
1152,256,256,156.321716,89.348000
1184,256,256,153.948288,93.245628
1216,256,256,155.841064,94.602654
1248,256,256,154.165390,98.147522
1280,256,256,156.715469,99.026115
1312,256,256,153.738312,103.467361
1344,256,256,156.922089,103.840515
1376,256,256,154.476685,107.995872
1408,256,256,156.589554,109.016319
1440,256,256,154.867798,112.733505
1472,256,256,156.147583,114.294205
1504,256,256,155.751663,117.075714
1536,256,256,155.898529,119.454048
1568,256,256,156.390656,121.558945
1600,256,256,155.365479,124.858208
1632,256,256,156.626511,126.330017
1664,256,256,154.885803,130.254684
1696,256,256,156.633072,131.278625
1728,256,256,156.169220,134.152863
1760,256,256,156.368652,136.462906
1792,256,256,155.853485,139.403336
1824,256,256,156.342804,141.448578
1856,256,256,155.615829,144.602524
1888,256,256,156.388474,146.368927
1920,256,256,156.389389,148.848892
1952,256,256,156.701736,151.028061
1984,256,256,158.123398,152.123810
2016,256,256,156.899536,155.783173
2048,256,256,156.378250,158.783463
