dx,dy,dz,gFlops,gpu_comp
32,256,256,150.907242,1.737120
64,256,256,153.849045,3.407808
96,256,256,155.197571,5.067296
128,256,256,154.357803,6.793152
160,256,256,155.148575,8.448160
192,256,256,100.377190,15.669536
224,256,256,100.106659,18.330528
256,256,256,100.375244,20.893120
288,256,256,99.814796,23.636736
320,256,256,100.389694,26.112640
352,256,256,100.197365,28.779039
384,256,256,100.204788,31.392992
416,256,256,100.371620,33.952545
448,256,256,102.899796,35.665920
480,256,256,109.911041,35.775841
512,256,256,116.650818,35.956062
544,256,256,117.185143,38.029121
576,256,256,122.049751,38.661217
608,256,256,122.500572,40.658878
640,256,256,135.085220,38.811649
672,256,256,148.792938,36.997887
704,256,256,149.617874,38.545982
736,256,256,148.662003,40.557182
768,256,256,150.991974,41.667488
800,256,256,149.777786,43.755489
832,256,256,151.125031,45.100033
864,256,256,150.373642,47.068672
896,256,256,150.260834,48.848606
928,256,256,150.715668,50.440514
960,256,256,151.022797,52.073727
992,256,256,151.284378,53.716480
1024,256,256,150.769684,55.638561
1056,256,256,150.419907,57.510689
1088,256,256,150.827972,59.093121
1120,256,256,150.214432,61.079617
1152,256,256,150.993866,62.500446
1184,256,256,149.816147,64.741539
1216,256,256,151.105240,65.924065
1248,256,256,150.199005,68.067139
1280,256,256,152.031281,68.971069
1312,256,256,149.963013,71.670364
1344,256,256,152.213303,72.333023
1376,256,256,150.407684,74.944260
1408,256,256,151.218033,76.276192
1440,256,256,150.170181,78.554077
1472,256,256,151.187088,79.759613
1504,256,256,150.821060,81.691299
1536,256,256,151.135788,83.255676
1568,256,256,151.344437,84.872993
1600,256,256,150.398788,87.149635
1632,256,256,150.866928,88.616798
1664,256,256,150.294907,90.698273
1696,256,256,151.060822,91.973763
1728,256,256,150.949478,93.778236
1760,256,256,150.910431,95.539581
1792,256,256,150.714096,97.403389
1824,256,256,150.614944,99.208000
1856,256,256,150.927139,100.739677
1888,256,256,151.496902,102.091171
1920,256,256,151.650589,103.716316
1952,256,256,151.119827,105.815262
1984,256,256,153.017746,106.215965
2016,256,256,152.186081,108.518944
2048,256,256,151.612335,110.658653
