dx,dy,dz,gFlops,gpu_comp
32,256,256,157.051300,4.873952
64,256,256,157.348816,9.729472
96,256,256,158.563599,14.482400
128,256,256,157.873779,19.394239
160,256,256,158.031372,24.218624
192,256,256,102.158234,44.957344
224,256,256,101.832855,52.617825
256,256,256,102.254669,59.886593
288,256,256,110.978561,62.076351
320,256,256,111.820648,68.454308
352,256,256,124.518631,67.620926
384,256,256,124.546936,73.751518
416,256,256,124.721176,79.785858
448,256,256,135.372620,79.162590
480,256,256,148.932419,77.094749
512,256,256,147.944351,82.783615
544,256,256,157.922852,82.399902
576,256,256,157.693893,87.373634
608,256,256,158.170547,91.949791
640,256,256,157.847992,96.987038
672,256,256,157.777161,101.882111
704,256,256,158.760269,106.072701
736,256,256,156.546066,112.462685
768,256,256,157.913254,116.336349
800,256,256,155.776947,122.845596
832,256,256,158.400803,125.643135
864,256,256,157.148041,131.515686
896,256,256,158.410217,135.299942
928,256,256,157.340973,141.084381
960,256,256,159.487152,143.985352
992,256,256,157.227844,150.922852
1024,256,256,158.647522,154.397217
1056,256,256,156.518539,161.387878
1088,256,256,157.745392,164.985214
1120,256,256,156.565704,171.117401
1152,256,256,157.899506,174.519714
1184,256,256,155.290405,182.381119
1216,256,256,157.386093,184.816193
1248,256,256,155.358673,192.155075
1280,256,256,158.117401,193.643585
1312,256,256,154.863571,202.655014
1344,256,256,158.557373,202.761566
1376,256,256,155.871277,211.166565
1408,256,256,158.205963,212.888702
1440,256,256,155.981369,220.832291
1472,256,256,157.641144,223.362885
1504,256,256,157.341141,228.653763
1536,256,256,157.412399,233.413025
1568,256,256,158.031418,237.342438
1600,256,256,156.711533,244.225952
1632,256,256,158.348373,246.535431
1664,256,256,156.142380,254.920837
1696,256,256,158.200577,256.442841
1728,256,256,157.705383,262.101807
1760,256,256,157.846024,266.717682
1792,256,256,157.425858,272.291901
1824,256,256,157.821335,276.459747
1856,256,256,157.103683,282.594940
1888,256,256,157.989120,285.856201
1920,256,256,157.939209,290.793091
1952,256,256,158.178452,295.192474
1984,256,256,159.698639,297.175659
2016,256,256,158.433548,304.380035
2048,256,256,157.782333,310.487671
