dx,dy,dz,gFlops,gpu_comp
32,256,256,155.518188,3.303808
64,256,256,156.816086,6.552928
96,256,256,158.102600,9.749408
128,256,256,157.502914,13.048704
160,256,256,157.917130,16.268097
192,256,256,101.311615,30.429024
224,256,256,101.518097,35.428322
256,256,256,101.894272,40.340031
288,256,256,101.214859,45.687168
320,256,256,101.991058,50.377186
352,256,256,108.852913,51.921665
384,256,256,118.936073,51.839840
416,256,256,119.114006,56.075935
448,256,256,119.746948,60.070271
480,256,256,119.299248,64.602531
512,256,256,128.953857,63.750210
544,256,256,129.476013,67.461441
576,256,256,143.093903,64.631966
608,256,256,157.559464,61.959103
640,256,256,157.278366,65.336670
672,256,256,157.267761,68.608131
704,256,256,158.384186,71.368546
736,256,256,156.099030,75.704834
768,256,256,157.393814,78.346497
800,256,256,155.497299,82.606300
832,256,256,157.916992,84.594177
864,256,256,156.627151,88.571236
896,256,256,157.928162,91.094978
928,256,256,156.794617,95.030464
960,256,256,158.895798,97.007393
992,256,256,156.860336,101.541725
1024,256,256,158.162109,103.954559
1056,256,256,156.190063,108.556671
1088,256,256,157.405777,110.982430
1120,256,256,156.083984,115.214111
1152,256,256,157.459885,117.470428
1184,256,256,154.870010,122.752510
1216,256,256,156.979935,124.375679
1248,256,256,154.981400,129.294785
1280,256,256,157.702454,130.321945
1312,256,256,154.565170,136.291321
1344,256,256,158.004883,136.576126
1376,256,256,155.514725,142.066910
1408,256,256,157.865067,143.206467
1440,256,256,155.804474,148.398178
1472,256,256,157.312012,150.242203
1504,256,256,156.873245,153.937698
1536,256,256,157.049042,157.036987
1568,256,256,157.564163,159.784485
1600,256,256,156.335999,164.326279
1632,256,256,157.871460,165.982590
1664,256,256,155.853027,171.428925
1696,256,256,157.830139,172.536865
1728,256,256,157.294754,176.390625
1760,256,256,157.461914,179.466400
1792,256,256,156.928513,183.350525
1824,256,256,157.418671,186.043549
1856,256,256,156.667419,190.215225
1888,256,256,157.567581,192.389404
1920,256,256,157.443817,195.804031
1952,256,256,157.884171,198.512222
1984,256,256,159.187988,200.113953
2016,256,256,158.048096,204.808167
2048,256,256,157.450943,208.848190
