dx,dy,dz,gFlops,gpu_comp
32,256,256,156.788803,4.882112
64,256,256,157.232468,9.736672
96,256,256,158.706665,14.469344
128,256,256,157.873260,19.394304
160,256,256,158.077530,24.211552
192,256,256,102.179909,44.947807
224,256,256,101.814156,52.627487
256,256,256,102.250359,59.889118
288,256,256,101.489136,67.880608
320,256,256,114.169312,67.046082
352,256,256,113.950623,73.892227
384,256,256,126.548607,72.584961
416,256,256,140.558777,70.795906
448,256,256,155.043335,69.119041
480,256,256,154.760635,74.191391
512,256,256,153.716064,79.675262
544,256,256,157.902496,82.410530
576,256,256,157.639221,87.403938
608,256,256,158.103302,91.988899
640,256,256,157.809372,97.010780
672,256,256,157.700775,101.931458
704,256,256,158.920731,105.965599
736,256,256,156.584686,112.434944
768,256,256,157.934540,116.320671
800,256,256,155.828079,122.805283
832,256,256,158.446884,125.606590
864,256,256,157.145844,131.517532
896,256,256,158.384872,135.321594
928,256,256,157.311813,141.110535
960,256,256,159.456497,144.013031
992,256,256,157.268661,150.883682
1024,256,256,158.630707,154.413574
1056,256,256,156.476410,161.431335
1088,256,256,157.737366,164.993607
1120,256,256,156.603012,171.076645
1152,256,256,157.847504,174.577209
1184,256,256,155.211823,182.473465
1216,256,256,157.302856,184.913986
1248,256,256,155.391495,192.114502
1280,256,256,158.077606,193.692322
1312,256,256,154.780212,202.764160
1344,256,256,158.518112,202.811783
1376,256,256,155.948486,211.062012
1408,256,256,158.053772,213.093689
1440,256,256,155.960251,220.862183
1472,256,256,157.635056,223.371521
1504,256,256,157.311478,228.696869
1536,256,256,157.425064,233.394241
1568,256,256,158.049881,237.314713
1600,256,256,156.800415,244.087524
1632,256,256,158.256332,246.678818
1664,256,256,156.118057,254.960541
1696,256,256,158.323074,256.244415
1728,256,256,157.720596,262.076538
1760,256,256,157.849579,266.711670
1792,256,256,157.374588,272.380615
1824,256,256,157.767227,276.554565
1856,256,256,156.999619,282.782257
1888,256,256,157.988220,285.857819
1920,256,256,157.776474,291.093018
1952,256,256,158.229156,295.097870
1984,256,256,159.601944,297.355713
2016,256,256,158.354385,304.532196
2048,256,256,157.736282,310.578339
