dx,dy,dz,gFlops,gpu_comp
32,256,256,74.530060,1.828992
64,256,256,118.007645,2.310272
96,256,256,148.416138,2.755392
128,256,256,120.206268,4.536032
160,256,256,133.921021,5.089376
192,256,256,154.217239,5.303488
224,256,256,133.114059,7.168320
256,256,256,142.560150,7.649536
288,256,256,154.959000,7.917152
320,256,256,135.035385,10.094752
352,256,256,145.196930,10.327104
384,256,256,156.453583,10.455360
416,256,256,160.453400,11.044288
448,256,256,150.203278,12.705504
480,256,256,154.720230,13.215616
512,256,256,159.453491,13.678208
544,256,256,149.409164,15.510112
576,256,256,153.604919,15.973888
608,256,256,157.024063,16.494177
640,256,256,149.098984,18.285152
672,256,256,150.962296,18.962433
704,256,256,155.896881,19.236609
736,256,256,150.660721,20.809952
768,256,256,151.184143,21.639551
800,256,256,155.683167,21.889791
832,256,256,158.130676,22.413025
864,256,256,150.929504,24.385569
896,256,256,152.813690,24.976929
928,256,256,155.435165,25.432673
960,256,256,152.693207,26.782112
992,256,256,154.862228,27.287231
1024,256,256,155.594437,28.034912
1056,256,256,146.527084,30.700064
1088,256,256,152.018661,30.487743
1120,256,256,153.976227,30.985439
1152,256,256,151.640396,32.361664
1184,256,256,152.678894,33.034367
1216,256,256,155.339111,33.346176
1248,256,256,155.587708,34.169025
1280,256,256,152.153717,35.836098
1312,256,256,153.764938,36.347103
1344,256,256,155.758392,36.757088
1376,256,256,151.534409,38.681248
1408,256,256,153.049728,39.188927
1440,256,256,149.283569,41.090721
1472,256,256,151.832657,41.298656
1504,256,256,153.073257,41.854465
1536,256,256,153.745056,42.558208
1568,256,256,151.427353,44.109791
1600,256,256,151.606415,44.956833
1632,256,256,153.374878,45.327232
1664,256,256,153.418335,46.202911
1696,256,256,152.484131,47.379936
1728,256,256,153.575287,47.930912
1760,256,256,153.597412,48.811489
1792,256,256,152.603897,50.022530
1824,256,256,151.392426,51.323231
1856,256,256,153.154907,51.622658
1888,256,256,151.543457,53.071102
1920,256,256,152.416672,53.661407
1952,256,256,152.150330,54.651264
1984,256,256,154.708450,54.628704
2016,256,256,153.463242,55.960224
2048,256,256,153.504730,56.833118
