dx,dy,dz,gFlops,gpu_comp
32,256,256,101.284897,1.345856
64,256,256,150.660126,1.809568
96,256,256,162.125214,2.522400
128,256,256,142.934464,3.814752
160,256,256,162.663803,4.190080
192,256,256,174.481110,4.687552
224,256,256,156.880371,6.082368
256,256,256,169.369766,6.438688
288,256,256,177.320938,6.918720
320,256,256,151.256607,9.012160
352,256,256,169.300842,8.856800
384,256,256,178.873398,9.144896
416,256,256,176.752899,10.025824
448,256,256,169.686249,11.246688
480,256,256,176.167191,11.606720
512,256,256,173.750458,12.552704
544,256,256,166.470001,13.920544
576,256,256,173.304733,14.158112
608,256,256,172.433395,15.020192
640,256,256,166.420166,16.382015
672,256,256,169.433167,16.895231
704,256,256,170.939682,17.543776
736,256,256,167.912857,18.671841
768,256,256,168.991531,19.359297
800,256,256,171.926636,19.821665
832,256,256,173.288315,20.452543
864,256,256,165.489700,22.240065
896,256,256,167.385681,22.802528
928,256,256,168.958282,23.397087
960,256,256,170.342499,24.007200
992,256,256,170.278473,24.816769
1024,256,256,169.000610,25.811008
1056,256,256,156.945023,28.662209
1088,256,256,166.236511,27.880192
1120,256,256,167.405930,28.499712
1152,256,256,167.792801,29.246401
1184,256,256,166.984940,30.204224
1216,256,256,169.035797,30.644192
1248,256,256,169.379761,31.386751
1280,256,256,165.783005,32.889954
1312,256,256,166.511200,33.564770
1344,256,256,168.141785,34.049984
1376,256,256,163.844833,35.774944
1408,256,256,167.022034,35.910561
1440,256,256,161.505905,37.981087
1472,256,256,164.661087,38.081154
1504,256,256,167.304108,38.294334
1536,256,256,167.249451,39.121887
1568,256,256,165.565567,40.343105
1600,256,256,164.571198,41.415169
1632,256,256,164.187073,42.342304
1664,256,256,165.597885,42.804737
1696,256,256,163.759903,44.117569
1728,256,256,165.296341,44.532162
1760,256,256,164.271805,45.639713
1792,256,256,164.607193,46.374847
1824,256,256,165.003601,47.089569
1856,256,256,164.635223,48.022911
1888,256,256,163.697754,49.130657
1920,256,256,163.972870,49.879551
1952,256,256,162.502075,51.169857
1984,256,256,170.503372,49.568066
2016,256,256,166.314728,51.636063
2048,256,256,165.351715,52.761185
